Edad	Apariciones	Victorias	Derrotas	Goles	Goles_de_cabeza	Goles_con_pie_derecho	Goles_con_pie_izquierdo	Tiros_al_palo	Entradas	Éxito_entradas_%	Disparos_bloqueados	Intercepciones	Despejes	Despejes_de_cabeza	Recuperaciones	Duelos_ganados	Duelos_perdidos	Duelos_50_50_exitosos	Duelos_aéreos_ganados	Duelos_aéreos_perdidos	Asistencias	Pases	Pases_por_partido	Ocasiones_claras_creadas	Centros	Tarjetas_amarillas	Faltas	Fueras_de_juego	Cluster	PCA1	PCA2
23.0	41	34	6	0	0.0	0.0	0.0	0.0	88.0	63.0	11.0	43.0	42.0	27.0	188.0	173.0	161.0	11.0	66.0	58.0	3	3066	74.78	5.0	101.0	2	35	4.0	0	-1.3349613984333317	0.2037783339600586
26.0	59	50	6	4	4.0	0.0	0.0	0.0	63.0	52.0	7.0	70.0	147.0	88.0	342.0	226.0	144.0	8.0	127.0	79.0	3	4957	84.02	1.0	8.0	5	40	2.0	0	-0.41067483602558946	1.2786603306544486
26.0	37	29	3	0	0.0	0.0	0.0	1.0	40.0	75.0	11.0	35.0	43.0	27.0	175.0	104.0	164.0	32.0	28.0	47.0	8	1999	54.03	7.0	176.0	7	32	1.0	0	-1.279964691717243	-0.24415220760715753
26.0	17	12	4	0	0.0	0.0	0.0	0.0	40.0	60.0	3.0	21.0	16.0	12.0	99.0	104.0	79.0	37.0	19.0	22.0	0	1010	59.41	6.0	47.0	4	17	0.0	0	-2.195215884563251	0.048833155228578076
32.0	136	94	22	8	5.0	3.0	0.0	2.0	269.0	68.0	21.0	286.0	649.0	388.0	707.0	766.0	476.0	32.0	388.0	246.0	1	9366	68.87	3.0	7.0	31	118	1.0	2	4.315356367662543	3.864274856600328
19.0	13	11	2	0	0.0	0.0	0.0	0.0	6.0	17.0	0.0	18.0	31.0	14.0	38.0	25.0	34.0	6.0	11.0	20.0	0	728	56.0	0.0	1.0	1	9	0.0	0	-3.1456136422927132	0.017544271224486954
23.0	6	0	6	0	0.0	0.0	0.0	0.0	1.0	100.0	0.0	0.0	0.0	0.0	2.0	10.0	3.0	6.0	0.0	0.0	0	30	5.0	0.0	0.0	1	2	0.0	0	-3.195800402940624	-0.15420732193721723
29.0	102	75	17	15	2.0	10.0	3.0	3.0	83.0	60.0	47.0	84.0	45.0	19.0	462.0	262.0	273.0	74.0	43.0	56.0	6	5854	57.39	12.0	143.0	13	45	2.0	3	1.5742925081225343	-1.19376848994956
24.0	36	25	8	3	1.0	2.0	0.0	0.0	53.0	58.0	4.0	27.0	32.0	19.0	235.0	177.0	147.0	33.0	59.0	31.0	2	2673	74.25	3.0	8.0	9	45	0.0	0	-1.3605138488106958	0.3195286964518773
29.0	156	109	22	37	0.0	28.0	9.0	20.0	214.0	68.0	97.0	88.0	59.0	30.0	758.0	633.0	768.0	221.0	64.0	103.0	67	8407	53.89	97.0	1109.0	14	122	16.0	1	9.472432514373187	-9.117688116585256
26.0	105	81	15	19	2.0	1.0	16.0	3.0	115.0	65.0	50.0	59.0	46.0	14.0	366.0	334.0	378.0	118.0	30.0	65.0	18	4015	38.24	21.0	192.0	8	63	4.0	3	2.130547563926822	-2.8556051717961535
35.0	225	156	36	18	2.0	14.0	2.0	3.0	549.0	70.0	50.0	353.0	415.0	267.0	1300.0	1338.0	1193.0	184.0	427.0	339.0	16	14806	65.8	24.0	69.0	46	324	4.0	2	9.685660412884621	1.7772333806235323
20.0	42	38	3	7	1.0	1.0	5.0	1.0	25.0	76.0	11.0	10.0	4.0	1.0	52.0	99.0	96.0	40.0	13.0	29.0	3	819	19.5	3.0	38.0	0	17	1.0	0	-1.9202815906983222	-0.9522474239513327
18.0	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0	20	20.0	0.0	0.0	0	0	0.0	0	-3.8070917788567726	-0.3607393200273308
19.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.879179966844998	-0.42796535679679
26.0	83	41	19	2	1.0	0.0	1.0	0.0	86.0	62.0	5.0	63.0	311.0	161.0	461.0	319.0	191.0	16.0	188.0	117.0	1	4419	53.24	5.0	4.0	8	53	0.0	3	-0.12180093148991243	1.5124081719355438
26.0	54	35	7	1	0.0	1.0	0.0	1.0	92.0	67.0	3.0	102.0	226.0	88.0	281.0	229.0	123.0	23.0	75.0	42.0	0	1682	31.15	0.0	2.0	6	45	0.0	0	-1.2476955537169099	0.8136313422587207
28.0	200	104	44	2	1.0	1.0	0.0	3.0	394.0	73.0	19.0	404.0	1073.0	560.0	872.0	1051.0	608.0	75.0	407.0	237.0	6	7835	39.18	11.0	137.0	27	155	3.0	2	5.491833102111664	4.126280707546091
27.0	140	50	58	8	4.0	4.0	0.0	4.0	191.0	69.0	23.0	233.0	639.0	396.0	871.0	895.0	433.0	107.0	494.0	202.0	7	7325	52.32	9.0	34.0	26	117	17.0	2	4.55784448649882	2.5827227118979414
30.0	219	122	56	12	8.0	2.0	2.0	2.0	283.0	68.0	32.0	360.0	1287.0	670.0	897.0	1082.0	629.0	59.0	645.0	324.0	2	8092	36.95	3.0	63.0	18	192	14.0	2	6.857669210199696	5.2557070576743214
30.0	76	45	10	1	0.0	0.0	1.0	0.0	140.0	71.0	14.0	130.0	383.0	213.0	358.0	351.0	264.0	26.0	154.0	113.0	1	3503	46.09	1.0	83.0	23	81	2.0	3	0.4966495956692832	1.7036692205175246
21.0	20	9	7	0	0.0	0.0	0.0	0.0	27.0	52.0	5.0	12.0	31.0	13.0	58.0	65.0	37.0	11.0	25.0	6.0	2	474	23.7	5.0	53.0	3	13	2.0	0	-2.750907868463934	-0.2997503283082538
25.0	157	68	39	1	0.0	0.0	1.0	2.0	275.0	73.0	31.0	167.0	464.0	228.0	681.0	821.0	630.0	163.0	261.0	198.0	7	6663	42.44	14.0	425.0	29	138	7.0	3	3.7840282956507423	1.036157795780285
22.0	49	17	23	0	0.0	0.0	0.0	0.0	80.0	69.0	5.0	65.0	110.0	49.0	175.0	151.0	135.0	24.0	31.0	46.0	1	1316	26.86	2.0	40.0	8	36	2.0	0	-1.7273335952659588	0.3112913078078418
22.0	77	32	26	0	0.0	0.0	0.0	0.0	287.0	66.0	7.0	165.0	221.0	100.0	423.0	529.0	300.0	128.0	76.0	75.0	7	3019	39.21	8.0	179.0	13	46	3.0	3	0.4273185541597082	0.4703071145262184
22.0	10	4	3	0	0.0	0.0	0.0	0.0	11.0	64.0	1.0	12.0	12.0	9.0	28.0	24.0	37.0	1.0	5.0	17.0	0	279	27.9	0.0	1.0	0	9	0.0	0	-3.105882666927474	-0.03415211637102333
20.0	17	8	3	1	0.0	1.0	0.0	0.0	21.0	71.0	1.0	16.0	14.0	10.0	68.0	62.0	53.0	16.0	10.0	9.0	0	551	32.41	0.0	12.0	6	13	1.0	0	-2.7855614301260094	-0.09956125366776396
18.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.916266789484048	-0.448226274195128
27.0	112	63	18	25	4.0	19.0	2.0	11.0	157.0	67.0	81.0	83.0	116.0	77.0	718.0	824.0	753.0	239.0	224.0	159.0	26	7139	63.74	21.0	105.0	19	190	13.0	1	5.848322470597095	-2.6961154216185608
32.0	262	136	61	51	2.0	7.0	42.0	11.0	196.0	71.0	99.0	132.0	63.0	5.0	1084.0	616.0	890.0	173.0	22.0	68.0	52	11379	43.43	68.0	1099.0	19	134	102.0	1	11.52315462334346	-11.094987746632205
27.0	133	68	31	18	2.0	15.0	1.0	6.0	130.0	68.0	53.0	52.0	34.0	4.0	336.0	358.0	526.0	96.0	19.0	100.0	10	3536	26.59	18.0	121.0	15	140	20.0	3	2.7270447609382398	-2.4286857838093296
24.0	45	21	13	2	0.0	1.0	1.0	0.0	34.0	62.0	14.0	20.0	12.0	4.0	140.0	101.0	213.0	32.0	13.0	49.0	4	1111	24.69	8.0	88.0	10	42	4.0	0	-1.5605873113616078	-0.5750775518581068
27.0	46	22	14	1	0.0	1.0	0.0	3.0	89.0	55.0	13.0	54.0	35.0	9.0	339.0	205.0	250.0	50.0	12.0	32.0	1	2437	52.98	4.0	76.0	10	67	2.0	0	-0.8333955179883462	-0.12963891243346776
26.0	15	9	1	8	0.0	8.0	0.0	3.0	24.0	54.0	9.0	11.0	14.0	9.0	75.0	57.0	76.0	15.0	3.0	11.0	7	871	58.07	3.0	87.0	2	10	2.0	0	-1.7296502237221436	-0.9790026711219308
22.0	34	15	9	3	0.0	3.0	0.0	0.0	22.0	50.0	11.0	7.0	6.0	1.0	94.0	111.0	141.0	27.0	8.0	26.0	6	722	21.24	6.0	100.0	4	14	2.0	0	-2.1587979014110523	-0.7726229021409085
32.0	208	127	36	6	0.0	2.0	4.0	3.0	491.0	69.0	46.0	337.0	406.0	255.0	1583.0	1196.0	1009.0	235.0	343.0	239.0	19	12463	59.92	11.0	92.0	36	234	14.0	2	7.753758581408713	1.4023840875620956
23.0	59	33	13	6	0.0	4.0	2.0	0.0	69.0	64.0	17.0	62.0	62.0	39.0	259.0	288.0	224.0	38.0	94.0	69.0	1	1926	32.64	2.0	22.0	6	59	1.0	0	-0.9096250650773674	-0.05995515523738733
23.0	1	0	1	1	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	1.0	0	22	22.0	0.0	0.0	0	0	0.0	0	-3.551238017962019	-0.30820758751222577
30.0	179	45	85	14	11.0	0.0	3.0	3.0	306.0	74.0	18.0	304.0	1256.0	580.0	683.0	872.0	605.0	48.0	420.0	305.0	5	5675	31.7	10.0	41.0	47	171	2.0	2	6.189011904149982	4.875289351474352
28.0	128	42	56	2	0.0	0.0	2.0	1.0	216.0	75.0	10.0	177.0	606.0	348.0	387.0	590.0	345.0	21.0	305.0	199.0	0	3814	29.8	4.0	202.0	12	58	1.0	3	1.7050455211264455	2.4976608418239667
28.0	46	17	21	6	1.0	3.0	2.0	0.0	99.0	61.0	7.0	114.0	209.0	106.0	225.0	268.0	229.0	30.0	99.0	99.0	1	1755	38.15	1.0	29.0	17	57	3.0	0	-0.3620226804067684	0.7467874903718206
26.0	109	34	48	6	6.0	0.0	0.0	0.0	90.0	54.0	3.0	123.0	645.0	364.0	546.0	489.0	275.0	15.0	343.0	171.0	1	3699	33.94	2.0	5.0	16	69	3.0	3	1.4003269645842646	3.175695423933842
26.0	17	5	8	0	0.0	0.0	0.0	0.0	18.0	67.0	1.0	8.0	40.0	22.0	43.0	36.0	28.0	4.0	8.0	9.0	1	329	19.35	1.0	20.0	0	4	0.0	0	-2.859232305926826	0.003371116929235945
31.0	170	55	72	4	2.0	1.0	0.0	2.0	254.0	73.0	13.0	305.0	1070.0	633.0	756.0	777.0	578.0	24.0	399.0	295.0	7	7218	42.46	5.0	48.0	25	135	8.0	2	4.701948700598654	4.428909744712356
26.0	92	25	45	1	0.0	1.0	0.0	0.0	171.0	67.0	2.0	100.0	221.0	95.0	310.0	359.0	299.0	47.0	88.0	85.0	5	2235	24.29	4.0	168.0	15	72	11.0	3	0.12300502170123657	0.4826453192621252
27.0	103	29	48	2	1.0	1.0	0.0	0.0	169.0	64.0	5.0	107.0	269.0	110.0	385.0	398.0	390.0	60.0	109.0	134.0	5	2500	24.27	6.0	219.0	16	102	15.0	3	0.8863442917342246	0.5614693468137849
22.0	30	4	24	1	0.0	0.0	1.0	0.0	53.0	70.0	2.0	27.0	57.0	20.0	150.0	122.0	107.0	34.0	9.0	24.0	0	1101	36.7	1.0	48.0	5	16	2.0	0	-2.158003960761441	-0.022134002911416244
25.0	34	6	22	1	0.0	1.0	0.0	0.0	19.0	63.0	7.0	7.0	15.0	3.0	97.0	76.0	120.0	37.0	11.0	27.0	2	325	9.56	4.0	56.0	0	12	1.0	0	-2.385600165918265	-0.3998433938486176
28.0	215	77	86	20	1.0	16.0	3.0	12.0	261.0	71.0	105.0	198.0	175.0	61.0	1111.0	573.0	609.0	135.0	109.0	101.0	23	8878	41.29	30.0	610.0	33	178	12.0	1	7.089345662636463	-3.166128200436504
31.0	128	38	58	11	1.0	1.0	9.0	5.0	193.0	68.0	76.0	150.0	173.0	80.0	637.0	507.0	649.0	58.0	113.0	211.0	20	4121	32.2	27.0	753.0	24	159	8.0	3	4.408476120604333	-2.027985287495087
25.0	82	31	31	3	1.0	2.0	0.0	0.0	171.0	56.0	20.0	104.0	102.0	49.0	316.0	424.0	372.0	45.0	161.0	122.0	6	2149	26.21	9.0	66.0	15	92	2.0	3	0.3206932052519117	0.46231097437849983
26.0	48	17	18	4	0.0	2.0	2.0	2.0	81.0	63.0	25.0	39.0	20.0	8.0	256.0	222.0	205.0	53.0	11.0	37.0	3	1098	22.88	4.0	65.0	5	37	28.0	0	-0.7410831467795882	-1.352312285781327
28.0	80	25	32	3	0.0	0.0	3.0	0.0	52.0	77.0	17.0	26.0	41.0	17.0	245.0	217.0	380.0	73.0	32.0	142.0	6	1096	13.7	12.0	117.0	5	34	14.0	0	-0.32258740318582796	-0.8822937680375351
22.0	33	12	15	2	0.0	1.0	1.0	1.0	52.0	62.0	10.0	29.0	28.0	8.0	119.0	123.0	134.0	12.0	26.0	33.0	1	925	28.03	3.0	36.0	4	24	0.0	0	-2.100924697381883	-0.24545241013524113
20.0	9	2	4	2	0.0	2.0	0.0	1.0	3.0	33.0	1.0	5.0	3.0	1.0	38.0	17.0	29.0	3.0	6.0	5.0	0	255	28.33	1.0	2.0	1	6	0.0	0	-3.180162091618518	-0.3926355051709883
28.0	124	41	55	10	1.0	8.0	1.0	0.0	91.0	55.0	38.0	80.0	93.0	45.0	510.0	349.0	520.0	84.0	94.0	147.0	6	3063	24.7	7.0	95.0	19	97	34.0	3	1.91297923581865	-1.0577917482508719
26.0	121	34	59	16	0.0	13.0	3.0	1.0	57.0	65.0	38.0	67.0	80.0	34.0	413.0	364.0	360.0	66.0	31.0	97.0	26	3469	28.67	41.0	711.0	7	40	14.0	3	2.4277745555341035	-3.372989673701971
29.0	5	3	2	1	0.0	1.0	0.0	0.0	18.0	67.0	0.0	9.0	10.0	3.0	24.0	23.0	20.0	1.0	3.0	7.0	0	106	21.2	0.0	2.0	0	1	0.0	0	-2.921383925737907	-0.017882653723798162
23.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.7308326762887978	-0.34692168720343763
27.0	40	14	14	2	0.0	2.0	0.0	0.0	64.0	69.0	4.0	36.0	70.0	36.0	177.0	192.0	182.0	42.0	41.0	60.0	3	1178	29.45	3.0	136.0	7	52	11.0	0	-1.2467819851503719	-0.21543764890083317
30.0	47	16	17	2	1.0	0.0	1.0	0.0	98.0	57.0	7.0	48.0	96.0	35.0	253.0	228.0	219.0	67.0	39.0	38.0	4	1670	35.53	9.0	135.0	8	46	2.0	0	-0.8476535902613797	-0.03688040851878674
26.0	35	13	11	0	0.0	0.0	0.0	0.0	26.0	58.0	3.0	44.0	151.0	80.0	192.0	190.0	124.0	9.0	140.0	76.0	1	1634	46.69	6.0	52.0	4	22	3.0	0	-1.5997260607885897	0.652695644456229
32.0	61	20	24	1	0.0	1.0	0.0	0.0	126.0	62.0	0.0	93.0	215.0	117.0	246.0	324.0	191.0	30.0	129.0	77.0	3	1656	27.15	2.0	65.0	5	39	5.0	0	-0.6551092972946478	0.9245507632209925
27.0	38	14	13	2	1.0	1.0	0.0	0.0	46.0	61.0	14.0	58.0	168.0	79.0	181.0	204.0	133.0	1.0	138.0	80.0	0	1340	35.26	1.0	3.0	4	37	1.0	0	-1.4331057470888977	0.8348594248418109
27.0	9	2	3	0	0.0	0.0	0.0	0.0	14.0	43.0	0.0	10.0	28.0	7.0	37.0	35.0	21.0	3.0	14.0	10.0	0	291	32.33	0.0	7.0	1	5	1.0	0	-2.973495741417256	0.05047092814894196
23.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.7308326762887978	-0.34692168720343763
38.0	366	147	111	18	10.0	8.0	0.0	7.0	703.0	76.0	39.0	618.0	2974.0	1075.0	1626.0	1842.0	928.0	35.0	783.0	495.0	9	14775	40.37	8.0	131.0	23	159	3.0	2	13.016931844705503	9.241258266900122
23.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.7308326762887978	-0.34692168720343763
20.0	2	1	1	0	0.0	0.0	0.0	0.0	2.0	100.0	0.0	0.0	9.0	6.0	1.0	4.0	3.0	1.0	1.0	3.0	0	28	14.0	0.0	0.0	0	0	0.0	0	-3.325427214040028	-0.15388976565965054
20.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.842093144205948	-0.40770443939845186
29.0	32	10	13	5	0.0	1.0	4.0	1.0	39.0	72.0	12.0	26.0	22.0	8.0	177.0	120.0	136.0	46.0	14.0	28.0	2	1047	32.72	5.0	158.0	8	27	1.0	0	-1.342284118723699	-0.6821232628880803
26.0	36	12	13	5	0.0	4.0	1.0	1.0	47.0	66.0	10.0	34.0	44.0	23.0	165.0	105.0	148.0	19.0	26.0	36.0	3	1247	34.64	8.0	75.0	6	30	7.0	0	-1.3834932460311322	-0.6267156436525402
29.0	39	14	13	1	0.0	1.0	0.0	0.0	66.0	56.0	5.0	49.0	40.0	20.0	280.0	136.0	135.0	9.0	45.0	30.0	1	2062	52.87	6.0	205.0	8	32	1.0	0	-1.3801272188108376	0.13875645353219826
26.0	14	8	3	0	0.0	0.0	0.0	0.0	15.0	67.0	1.0	6.0	6.0	2.0	45.0	31.0	38.0	4.0	6.0	9.0	0	244	17.43	1.0	18.0	0	9	1.0	0	-2.9313189495831917	-0.09520820447758695
22.0	16	6	7	1	0.0	1.0	0.0	0.0	24.0	71.0	2.0	11.0	16.0	11.0	62.0	85.0	53.0	16.0	38.0	18.0	1	412	25.75	1.0	23.0	0	19	1.0	0	-2.7155688927705817	-0.11699238977528321
29.0	167	50	64	10	4.0	3.0	3.0	2.0	212.0	78.0	63.0	113.0	227.0	79.0	482.0	470.0	423.0	49.0	148.0	114.0	4	3881	23.24	2.0	67.0	26	135	7.0	3	2.681886478438795	0.4026651436556563
21.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.8050063215668977	-0.3874435220001137
23.0	16	0	13	0	0.0	0.0	0.0	0.0	6.0	67.0	2.0	7.0	2.0	1.0	15.0	34.0	51.0	13.0	8.0	16.0	2	149	9.31	1.0	9.0	0	5	0.0	0	-3.025611406997241	-0.231240403602234
18.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.916266789484048	-0.448226274195128
28.0	43	14	20	1	1.0	0.0	0.0	1.0	74.0	64.0	5.0	62.0	273.0	155.0	208.0	280.0	150.0	14.0	169.0	82.0	0	1709	39.74	3.0	2.0	5	27	1.0	0	-1.0111567816624785	1.27452410379897
26.0	93	25	40	4	2.0	1.0	1.0	1.0	123.0	63.0	4.0	136.0	396.0	204.0	513.0	381.0	324.0	37.0	185.0	183.0	4	3850	41.4	3.0	20.0	16	55	3.0	3	0.8676157255356809	1.7166152105444987
31.0	231	83	95	7	1.0	2.0	4.0	3.0	338.0	68.0	34.0	331.0	396.0	185.0	897.0	987.0	897.0	104.0	322.0	317.0	15	8783	38.02	29.0	817.0	31	211	10.0	2	7.000409767214598	0.5685797571089848
20.0	1	0	0	0	0.0	0.0	0.0	0.0	2.0	100.0	0.0	0.0	1.0	0.0	1.0	3.0	2.0	0.0	0.0	0.0	0	58	58.0	0.0	1.0	0	0	0.0	0	-3.143431368627992	0.0067981247418069796
24.0	66	22	29	2	0.0	1.0	1.0	0.0	113.0	58.0	3.0	154.0	390.0	186.0	327.0	351.0	239.0	4.0	217.0	125.0	2	2655	40.23	2.0	2.0	12	58	0.0	3	-0.21897088224178268	1.721306664122889
21.0	34	11	15	2	0.0	1.0	1.0	0.0	62.0	69.0	2.0	35.0	86.0	29.0	121.0	176.0	202.0	38.0	62.0	71.0	1	621	18.26	2.0	66.0	4	34	5.0	0	-1.878421068575352	-0.1047660741160682
23.0	24	13	6	0	0.0	0.0	0.0	0.0	41.0	66.0	2.0	28.0	36.0	16.0	116.0	137.0	101.0	37.0	17.0	37.0	6	925	38.54	5.0	38.0	3	14	3.0	0	-2.1503742868022355	-0.21867304485603656
21.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.8050063215668977	-0.3874435220001137
22.0	20	7	11	2	0.0	2.0	0.0	1.0	28.0	75.0	4.0	10.0	9.0	3.0	52.0	117.0	102.0	49.0	6.0	19.0	2	266	13.3	3.0	21.0	4	26	3.0	0	-2.34990274755387	-0.5520653446099484
29.0	183	66	67	4	0.0	3.0	1.0	1.0	471.0	69.0	38.0	328.0	254.0	104.0	1118.0	1000.0	921.0	94.0	304.0	286.0	0	7889	43.11	12.0	20.0	49	253	5.0	2	5.551713563088655	2.2369926371438917
25.0	233	80	89	22	0.0	18.0	4.0	5.0	262.0	64.0	71.0	188.0	249.0	134.0	914.0	613.0	874.0	49.0	182.0	303.0	22	6946	29.81	36.0	1110.0	28	193	5.0	1	6.918762464128096	-2.41187141708081
28.0	60	19	26	8	0.0	6.0	2.0	0.0	61.0	64.0	23.0	23.0	34.0	13.0	189.0	184.0	241.0	51.0	31.0	52.0	5	1230	20.5	3.0	48.0	6	47	7.0	0	-0.7808334488746679	-0.8595506498186077
27.0	70	12	35	3	0.0	1.0	2.0	0.0	91.0	63.0	28.0	15.0	9.0	3.0	212.0	371.0	410.0	187.0	23.0	37.0	4	1328	18.97	9.0	101.0	8	77	5.0	0	-0.26259415929247554	-1.0708031863697458
26.0	208	53	99	25	1.0	20.0	3.0	14.0	253.0	64.0	108.0	113.0	74.0	22.0	901.0	924.0	1114.0	415.0	69.0	187.0	18	5788	27.83	37.0	525.0	12	155	48.0	1	8.059194759130259	-5.685290367253448
21.0	2	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	1.0	1.0	1.0	0	4	2.0	0.0	0.0	0	0	0.0	0	-3.766316651815936	-0.37281958217108513
31.0	176	98	42	8	5.0	2.0	1.0	3.0	226.0	74.0	27.0	183.0	976.0	462.0	824.0	556.0	442.0	26.0	282.0	266.0	4	10036	57.02	5.0	57.0	20	68	3.0	2	4.302236434779071	3.5011284843934765
24.0	84	46	21	1	1.0	0.0	0.0	0.0	122.0	59.0	5.0	102.0	384.0	193.0	430.0	379.0	305.0	18.0	199.0	159.0	1	4901	58.35	1.0	5.0	9	73	1.0	3	0.2400172213336861	1.985456397790323
22.0	16	8	5	1	1.0	0.0	0.0	0.0	38.0	53.0	0.0	11.0	50.0	28.0	62.0	96.0	59.0	21.0	28.0	20.0	0	642	40.12	2.0	2.0	4	18	0.0	0	-2.589827127346705	0.17369279353764047
27.0	58	32	13	3	1.0	1.0	1.0	0.0	162.0	67.0	10.0	85.0	149.0	93.0	285.0	394.0	328.0	62.0	130.0	108.0	9	2326	40.1	11.0	229.0	4	79	9.0	3	0.2629769196487923	0.03724749237204792
27.0	201	96	59	6	0.0	1.0	5.0	2.0	390.0	69.0	32.0	263.0	625.0	310.0	689.0	957.0	842.0	79.0	343.0	346.0	15	8593	42.75	20.0	587.0	26	162	4.0	2	5.862520314208125	1.4751279057049151
21.0	6	1	3	0	0.0	0.0	0.0	0.0	17.0	53.0	1.0	11.0	29.0	21.0	27.0	45.0	32.0	6.0	18.0	11.0	0	201	33.5	0.0	2.0	1	8	0.0	0	-3.1312829607144748	0.005349641025234025
28.0	77	32	22	8	3.0	1.0	4.0	2.0	128.0	59.0	16.0	103.0	137.0	96.0	333.0	508.0	388.0	50.0	288.0	205.0	8	2970	38.57	11.0	108.0	7	63	6.0	3	1.2254132468975534	0.46892742545758465
18.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.916266789484048	-0.448226274195128
22.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.767919498927848	-0.36718260460177576
23.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.7308326762887978	-0.34692168720343763
24.0	96	58	23	2	1.0	1.0	0.0	1.0	88.0	65.0	8.0	73.0	64.0	24.0	394.0	230.0	237.0	51.0	33.0	33.0	2	4198	43.73	3.0	54.0	14	59	2.0	0	-0.347836841787054	0.2766127861775799
28.0	155	81	36	16	2.0	1.0	12.0	8.0	247.0	74.0	72.0	103.0	32.0	17.0	546.0	633.0	869.0	192.0	38.0	124.0	23	4019	25.93	28.0	374.0	26	213	28.0	1	5.295639653459764	-3.667614706535683
26.0	176	102	36	10	4.0	5.0	1.0	2.0	286.0	73.0	32.0	257.0	530.0	316.0	729.0	822.0	703.0	53.0	418.0	305.0	8	9661	54.89	11.0	121.0	33	164	6.0	2	5.2766504485250225	2.6180839218142284
31.0	235	110	83	14	1.0	12.0	1.0	3.0	280.0	78.0	54.0	163.0	176.0	104.0	1273.0	1069.0	1390.0	386.0	240.0	332.0	24	8466	36.03	34.0	459.0	36	276	24.0	1	8.70524065627759	-1.740647322449833
20.0	41	10	25	2	0.0	1.0	1.0	1.0	29.0	62.0	6.0	22.0	48.0	19.0	156.0	113.0	177.0	36.0	24.0	45.0	6	846	20.63	6.0	79.0	0	24	17.0	0	-1.7227741939028878	-0.9762629783460512
24.0	157	90	34	50	9.0	31.0	10.0	7.0	237.0	65.0	82.0	127.0	99.0	57.0	750.0	817.0	1078.0	183.0	121.0	184.0	33	5517	35.14	44.0	76.0	24	178	31.0	1	8.06538899039625	-4.9353642098211346
23.0	23	6	10	2	0.0	1.0	1.0	0.0	24.0	67.0	3.0	14.0	8.0	3.0	83.0	102.0	72.0	40.0	8.0	9.0	2	672	29.22	1.0	13.0	4	15	0.0	0	-2.4697303607248977	-0.29564440150709553
21.0	7	3	1	0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	7.0	6.0	9.0	2.0	0.0	1.0	0	39	5.57	0.0	7.0	0	0	0.0	0	-3.6866639816061895	-0.36751175395892843
25.0	111	34	49	4	0.0	3.0	1.0	4.0	245.0	65.0	34.0	177.0	131.0	68.0	939.0	639.0	605.0	100.0	153.0	115.0	4	5860	52.79	4.0	89.0	21	149	2.0	3	2.492823710364236	0.5135831829500097
